group,gene,log2_fc,p_adj
group1,group1_gene_184,1.0041186295868387,0.6891468269770831
group1,group1_gene_185,0.021696835769339562,0.1488783596317795
group1,group1_gene_186,1.6268461883941883,0.08593409409675339
group1,group1_gene_187,-0.3343100660282361,0.9326046010442872
group1,group1_gene_188,-2.375480095994725,0.37429255769738984
group1,group1_gene_189,-2.583830838906214,0.03167468143105609
group1,group1_gene_190,1.7938455017353117,0.4812255615464576
group1,group1_gene_191,1.8993152951357803,0.019042072183219717
group1,group1_gene_192,-0.8603028592597709,0.013632969227713763
group1,group1_gene_193,-1.1556216156471821,0.0320906076040457
group1,group1_gene_194,1.519094223751193,0.005963139227694781
group1,group1_gene_195,-2.2052162389630574,0.7146313792015311
group1,group1_gene_196,-1.8973541774859481,0.0024118883368101493
group1,group1_gene_197,0.3328238522991144,0.421661121838567
group1,group1_gene_198,-1.172177428146405,0.05285193545217696
group1,group1_gene_199,-0.6074267067441034,4.124938734229637e-05
group1,group1_gene_200,-0.8369922028605432,0.15507316379022335
group1,group1_gene_201,-0.11051690424154631,0.06620956925814417
group1,group1_gene_202,1.440848698904889,0.41892938291884496
group1,group1_gene_203,-0.4686518849924689,4.444073286089299e-05
group1,group1_gene_204,0.3337112502514439,0.3733234985304568
group1,group1_gene_205,-3.5727495464949826,0.0099336940188004
group1,group1_gene_206,-0.670641682798671,0.0007871690235940295
group1,group1_gene_207,-1.822683891924663,0.006880032069367664
group1,group1_gene_208,-2.3672789376142607,0.026617450883365805
group1,group1_gene_209,-1.8733209320466884,0.05503783839958792
group1,group1_gene_210,-1.0844789890161775,0.5515764424039676
group1,group1_gene_211,0.728058686416219,6.195795458872701e-05
group1,group1_gene_212,-2.523269440722368,0.03430757670674855
group1,group1_gene_213,-0.5555843357380947,0.06610981226696835
group1,group1_gene_214,-1.302045678333689,0.457814149192328
group1,group1_gene_215,-1.075125986824843,0.05846366522530089
group1,group1_gene_216,0.853998846691676,0.07722597873602001
group1,group1_gene_217,0.18026738365569273,4.125765989329916e-05
group1,group1_gene_218,1.3392272557919784,0.06621053982103237
group1,group1_gene_219,-0.8240332349123556,0.06094301912442908
group1,group1_gene_220,-1.6091167869225194,0.4522991108138782
group1,group1_gene_221,-0.9245952844767242,0.2936964487894212
group1,group1_gene_222,-0.24837965265672868,0.015468686051648497
group1,group1_gene_223,-0.343968630242119,0.7846383995890895
group1,group1_gene_224,-2.1723627047383816,0.0024747414347903386
group1,group1_gene_225,-0.46878981663958236,0.002175233047163728
group1,group1_gene_226,-0.2690689212985875,0.3378662081612157
group1,group1_gene_227,3.0503373544241845,0.026310559893252327
group1,group1_gene_228,2.1214246863584214,0.0006565932744947394
group1,group1_gene_229,-1.837202858310289,0.09341309088130442
group1,group1_gene_230,-1.0167058742463053,0.1396944213404798
group1,group1_gene_231,-2.7219909026636544,0.10921407659574697
group1,group1_gene_232,-1.4565251702470552,0.03453942211177262
group1,group1_gene_233,-0.1423727447940063,0.24475329057142725
group1,group1_gene_234,1.1484877502879387,0.1643979623627569
group1,group1_gene_235,-1.6571715647282321,0.03255816195202024
group1,group1_gene_236,-1.548512338098305,0.19043954457824705
group1,group1_gene_237,-3.7135690931210497,0.4922555813206663
group1,group1_gene_238,-0.8358655847901161,0.06304043727404512
group1,group1_gene_239,-2.1405008971963664,0.0009312366291896169
group1,group1_gene_240,-1.3676871696808068,0.02245396475573584
group1,group1_gene_241,-1.871448128343003,0.47500492194213667
group1,group1_gene_242,-0.7366807036662076,0.2966434232438301
group1,group1_gene_243,-3.1487061674671155,0.14172456790105975
group1,group1_gene_244,-2.7272156058169363,3.2411596032944305e-05
group1,group1_gene_245,2.487408312441032,2.1320868975074493e-05
group1,group1_gene_246,-2.4667627428473446,5.358585878441893e-05
group1,group1_gene_247,-2.1903390887592273,0.0485257357844916
group1,group1_gene_248,2.063524616065905,1e-08
group1,group1_gene_249,3.6123473953985896,0.2771128280461936
group1,group1_gene_250,-2.298771611796745,0.1521039827575003
group1,group1_gene_251,-1.1339609873426442,0.0035565220766835574
group1,group1_gene_252,-0.10474445113626113,0.03204995885233729
group1,group1_gene_253,1.9066115843881088,0.026959496521015962
group1,group1_gene_254,-2.0309427637209443,0.4027676109361294
group1,group1_gene_255,-0.955652876616059,0.07857678039506567
group1,group1_gene_256,0.5271394852895289,0.27134743179413384
group1,group1_gene_257,0.03041080797659701,0.5827429116545322
group1,group1_gene_258,-1.145426303283644,0.22798385556497902
group1,group1_gene_259,-0.7940432985482596,0.03202285976075925
group1,group1_gene_260,-2.5935989221364735,0.0072967345740650984
group1,group1_gene_261,-0.9453519287632646,0.8240048101381863
group1,group1_gene_262,-0.9862618605129849,0.07024075423167916
group1,group1_gene_263,-0.26335366004192884,0.08740021737547973
group1,group1_gene_264,-1.405224467287573,0.0373549601847869
group1,group1_gene_265,0.08373085769045152,0.4666395060247743
group1,group1_gene_266,0.8684379358387514,0.45774042056910197
group1,group1_gene_267,-0.37462747488072423,0.0008050855905338512
group1,group1_gene_268,-0.08995320782115501,0.3323697277835094
group1,group1_gene_269,-0.5229247460120923,0.16641222609294504
group1,group1_gene_270,-0.5998776300174494,0.13762631479301402
group1,group1_gene_271,-1.6462591486371285,0.2641044794672776
group1,group1_gene_272,-0.14108332057370337,0.017214026619557513
group1,group1_gene_273,-0.7410655676995597,0.02289650010133842
group1,group1_gene_274,2.435094047949362,0.09670588490446563
group1,group1_gene_275,1.6813646085891012,0.2424412958943206
group1,group1_gene_276,-0.04052249879307379,0.11488945785026294
group1,group1_gene_277,-1.706432954057413,0.057038783022163864
group1,group1_gene_278,-2.2129966343759557,0.2961496873674297
group1,group1_gene_279,1.1271572819788545,0.013318803027832522
group1,group1_gene_280,-0.21901362353664916,0.002563385819832169
group1,group1_gene_281,0.09620793491783575,0.000310952768325502
group1,group1_gene_282,-3.1296496811125794,0.00045092880645467004
group1,group1_gene_283,0.7447857982593621,0.13935583401994242
group1,group1_gene_284,0.05890949041082627,0.05009083866988718
group1,group1_gene_285,-2.210124492400993,0.10086925287649802
group1,group1_gene_286,-1.283710970802426,0.10167582279606961
group1,group1_gene_287,-0.2176100536830466,0.11658952763162216
group1,group1_gene_288,-0.5239231423834467,0.06711544922772092
group1,group1_gene_289,-1.0236482194151546,0.0011688251054537287
group1,group1_gene_290,-0.7500579886956432,0.029236998536512526
group1,group1_gene_291,-0.9653671983999838,0.48660957496851365
group1,group1_gene_292,-0.3787843574514206,0.0031223611436355762
group1,group1_gene_293,1.5336633608400776,0.038861320827428436
group1,group1_gene_294,-4.3216547393503815,0.016554177498761743
group1,group1_gene_295,-0.9434328835390422,0.031049126775554697
group1,group1_gene_296,-0.3440569890099519,0.02702016510901423
group1,group1_gene_297,-0.1708087149537057,0.023387164797047933
group1,group1_gene_298,-1.1392761429158702,0.7591280139203826
group1,group1_gene_299,-3.147246584593945,0.01729009472969622
group1,group1_gene_300,-0.12440654861454103,0.2791538607547989
group1,group1_gene_301,1.904657810538068,0.19139873108598227
group1,group1_gene_302,-2.8240990371284,0.06845509593054516
group1,group1_gene_303,0.6525506198623731,0.00011763610224640181
group1,group1_gene_304,-1.0763615735281962,0.412688222271952
group1,group1_gene_305,-0.6889203014518286,0.07436629839009073
group1,group1_gene_306,-2.1267028405207262,0.12258039686642384
group1,group1_gene_307,-1.0849614499160212,0.003334404431616358
group1,group1_gene_308,1.2850646623134896,0.12968965679940314
group1,group1_gene_309,0.24485010088217518,0.03761479064775241
group1,group1_gene_310,1.9118518278444188,0.41140018271766265
group1,group1_gene_311,1.107247239017656,0.001538675152786094
group1,group1_gene_312,0.03667568444788549,0.6195524134671818
group1,group1_gene_313,1.9287050629432985,0.018107342196147257
group1,group1_gene_314,0.03654008017053323,0.03693995913477446
group1,group1_gene_315,0.6005828563557355,0.02401201620805037
group1,group1_gene_316,-1.030027882625327,0.6134053306026332
group1,group1_gene_317,-0.503508567004153,0.1350902729140456
group1,group1_gene_318,-1.6112645437854014,0.004147442124017407
group1,group1_gene_319,0.834896705162537,4.2056289974684264e-05
group1,group1_gene_320,-2.308540253516555,0.08869338742972152
group1,group1_gene_321,0.5344079965056089,0.006217314321060309
group1,group1_gene_322,-0.8764440333824812,0.048564110576482855
group1,group1_gene_323,1.098308285527613,0.07874111788515831
group1,group1_gene_324,0.4887600336603267,0.16834268218034767
group1,Nppa,-6.613507774323308,0.008490634850350095
group1,group1_gene_326,0.45962330215103486,0.008903885934427548
group1,group1_gene_327,-2.879458370697199,0.006471789176720889
group1,group1_gene_328,-0.6970821007023912,0.5289198862276044
group1,group1_gene_329,-2.299410429262483,0.19720734794323955
group1,group1_gene_330,-1.351505771431098,0.4337163990850893
group1,group1_gene_331,1.5912812282512463,0.05971280697002226
group1,group1_gene_332,0.3244240258016592,0.14475889032853323
group1,group1_gene_333,-1.613449121439182,0.026691603235657703
group1,group1_gene_334,-2.0698901813385784,0.02149419777754253
group1,group1_gene_335,-0.5524659653294218,0.9102107680076318
group1,group1_gene_336,-2.364012216602635,0.06891763471964614
group1,group1_gene_337,-1.5731534022250426,0.001054249801561909
group1,group1_gene_338,-0.14758626625069637,0.19707286359997495
group1,group1_gene_339,1.0752024523547092,0.20686906164065938
group1,group1_gene_340,0.28270413472543765,0.0025771889217492717
group1,group1_gene_341,-3.922369787467245,0.005355443483014913
group1,group1_gene_342,-0.1586682429061233,0.389580087139234
group1,group1_gene_343,-0.495551318812762,0.00802492967426019
group1,group1_gene_344,0.00014091379040492846,0.3007566416653225
group1,group1_gene_345,1.7435040383942502,0.21039940776465815
group1,group1_gene_346,-3.591695501366877,0.3899818612060092
group1,group1_gene_347,-1.4570999665271032,0.5324177262321154
group1,group1_gene_348,0.2568141680503643,0.05138631521062868
group1,group1_gene_349,-2.893311879208216,0.6001533580843802
group1,group1_gene_350,1.5401261196775877,0.04611958762103004
group2,group2_gene_1,-0.9283955255871036,0.06963168822738755
group2,group2_gene_2,-0.45514611361691226,0.16973961400183657
group2,group2_gene_3,-1.3228434013249257,0.00044089327113316777
group2,group2_gene_4,1.0083727631133144,2.4490818663862755e-06
group2,group2_gene_5,-1.7618831591258477,0.002745411192241497
group2,group2_gene_6,0.5417401296599091,0.11287215364684852
group2,group2_gene_7,-2.0343323243088833,0.022836612861475376
group2,group2_gene_8,-1.187365177281866,0.042298885394431274
group2,group2_gene_9,-2.6543457008208176,0.004978244911411526
group2,group2_gene_10,-0.4402156054960962,0.009413253771977232
group2,group2_gene_11,0.9954326375434737,0.12652714725456216
group2,group2_gene_12,-1.2121664607402385,0.34855843353332033
group2,group2_gene_13,-1.385484263120669,0.03616000913851483
group2,group2_gene_14,-2.716194596448494,0.1765896830784648
group2,group2_gene_15,-1.4324743476508468,0.5352190786102168
group2,Mael,-3.1156307185289993,0.001729939169733789
group2,group2_gene_17,-2.4236730807422995,0.6067388605386893
group2,Slc14a2,6.7038087795724115,0.0033069747070529837
group2,group2_gene_19,0.8125691367250243,1.221044820440185e-06
group2,group2_gene_20,2.973355748782779,0.13618287621784003
group2,group2_gene_21,-1.950548373352806,0.14152026940192633
group2,group2_gene_22,0.9811852271358878,0.08776828885245216
group2,group2_gene_23,-0.7465589034176107,0.0002647035426893401
group2,group2_gene_24,-1.319309087782245,1.4784665195723123e-06
group2,group2_gene_25,-0.4727380449970794,4.440087326301543e-05
group2,group2_gene_26,-1.0102210986640592,0.0028411916838973024
group2,group2_gene_27,-0.9399261978622833,0.3418764411787647
group2,group2_gene_28,-1.6920830860986704,0.002550952734520647
group2,group2_gene_29,-3.1272590067083335,0.5548656443121609
group2,group2_gene_30,-3.3382565436570184,0.6245677255167832
group2,group2_gene_31,-0.152794919242221,0.05140850163149574
group2,group2_gene_32,-1.5012151306242845,0.07043104428323578
group2,group2_gene_33,-1.9643289045014418,0.10653353957332524
group2,group2_gene_34,-1.0876668412514274,0.16087245545663523
group2,group2_gene_35,0.05265176672765981,0.018909649572885753
group2,group2_gene_36,-0.8384722826117228,0.05071540265565113
group2,group2_gene_37,-2.0512796581294026,0.005966740095837832
group2,group2_gene_38,0.6781247856909769,0.004024509345825615
group2,group2_gene_39,1.1898189793233662,0.027637545445409233
group2,group2_gene_40,-0.3828928497818628,0.24011909562094352
group2,group2_gene_41,0.31181209144893063,0.2425722817005581
group2,group2_gene_42,0.700841995380026,0.14966352520510232
group2,group2_gene_43,0.5386440087865447,0.02810516631737806
group2,group2_gene_44,-0.20955619318669583,0.007637731455811616
group2,group2_gene_45,-0.23239678174141998,0.22096947245128895
group2,group2_gene_46,-0.34649216864757126,0.0005456098119963628
group2,group2_gene_47,-2.691139628093213,0.11153565730596349
group2,group2_gene_48,-0.08395142255360089,1.1815578312257274e-05
group2,group2_gene_49,-3.0659302581335033,0.05733642184599861
group2,group2_gene_50,-2.2521692099313295,0.0037494432469918773
group2,group2_gene_51,0.7901693483217267,0.741841927659009
group2,group2_gene_52,0.11831923590658633,0.28032771030968656
group2,group2_gene_53,1.0567275200445008,0.13858699694377183
group2,group2_gene_54,-1.4939278563465739,0.5456335837771595
group2,group2_gene_55,-2.770760819851313,0.11705400685291596
group2,group2_gene_56,-1.4486339357519973,0.17154242963444458
group2,group2_gene_57,-0.9520546190011675,0.0010021525944024134
group2,group2_gene_58,-0.9854663613069861,0.8987735043197205
group2,group2_gene_59,0.5438366941972173,0.013328891486893603
group2,group2_gene_60,-1.623842116254996,0.0026284133612492436
group2,group2_gene_61,-0.58955001588576,1.098149108895936e-05
group2,group2_gene_62,-2.533509366680179,0.006645801943846661
group2,group2_gene_63,-0.4470399468364713,0.37781097532048696
group2,group2_gene_64,-1.095492602230827,0.12389584192204907
group2,group2_gene_65,-2.1872293405125505,0.03615930725895403
group2,group2_gene_66,-1.4419525751535367,0.0004499752761299594
group2,group2_gene_67,-1.3670548324470715,0.7822879087628201
group2,group2_gene_68,-1.4917249375387895,0.01351964679740776
group2,group2_gene_69,1.468444801288141,0.690788667174471
group2,group2_gene_70,-1.2427467033464255,0.22678501655935487
group2,group2_gene_71,-1.4536493597571398,0.5994614342386763
group2,group2_gene_72,-4.141303888534706,0.2861726211525525
group2,group2_gene_73,-2.3966006603702423,0.005284367218385212
group2,group2_gene_74,-1.4814564654617117,0.16129432433278576
group2,group2_gene_75,-2.0944863804561322,0.324893172351273
group2,group2_gene_76,0.9034760103978052,0.3825752471120118
group2,group2_gene_77,-1.3391597743245172,0.49295780176095205
group2,group2_gene_78,0.7682441615114659,0.007150421848481921
group2,group2_gene_79,-1.0105282806269664,0.06397056624418812
group2,group2_gene_80,-1.046019637188714,0.026559505987704884
group2,group2_gene_81,-1.2287548491831264,0.6373818213262933
group2,group2_gene_82,-1.0944954351488843,0.06327946279884603
group2,group2_gene_83,1.3922527544222958,0.9182180282279336
group2,group2_gene_84,-4.4634355537892665,0.001044558495893736
group2,group2_gene_85,-4.002241329436084,0.013565252387841698
group2,group2_gene_86,-1.8875977050313653,0.09069272539400436
group2,group2_gene_87,-1.0789345711905252,0.9447838049641417
group2,group2_gene_88,-0.09934858409218217,0.40421606826063833
group2,group2_gene_89,-0.41402356286016107,0.6046513151537685
group2,group2_gene_90,-1.657156573676827,0.10261396315954677
group2,group2_gene_91,0.3776133552005554,0.023746835360590454
group2,group2_gene_92,0.39378333457145964,0.02827018810219773
group2,group2_gene_93,-0.8331161446562301,0.00014611272328793023
group2,group2_gene_94,0.2958534801059196,0.07792368977843984
group2,group2_gene_95,-0.7046643680234133,0.0007330231166638465
group2,group2_gene_96,-1.9141503888351812,0.13779668873692108
group2,group2_gene_97,-0.08816558344999326,0.01563146563339261
group2,group2_gene_98,-0.9396109722609174,0.1129842332733653
group2,group2_gene_99,-1.098057222205994,0.031153734298119257
group2,group2_gene_100,1.0357826796748828,0.07563482985981917
group2,group2_gene_101,-4.653764586383126,0.2649501967573002
group2,group2_gene_102,-3.155642046731376,0.028002622175113893
group2,group2_gene_103,-2.8212521182428367,0.01235762997859379
group2,group2_gene_104,-1.6267279389747682,0.006335765487208187
group2,group2_gene_105,-1.4691818461607438,0.04101176979822128
group2,group2_gene_106,-3.285622189270919,0.9447756449600682
group2,group2_gene_107,-2.528479146850698,0.023961843484583897
group2,group2_gene_108,-2.3482204338591766,0.5213905947935982
group2,group2_gene_109,2.463264933510043,0.04661181910009249
group2,group2_gene_110,1.5125258242333626,0.03162986164295695
group2,group2_gene_111,-1.6970366556427416,0.7761208983701763
group2,group2_gene_112,-1.6271957709448586,0.06673673649962421
group2,group2_gene_113,-2.7663457959230264,0.6457968953163977
group2,group2_gene_114,-3.866789099176637,0.954992586021436
group2,group2_gene_115,-1.2694762702923599,0.6558057120383507
group2,group2_gene_116,-2.5468853757038374,0.09065143462835919
group2,group2_gene_117,-1.2230332709099143,0.1037192280885552
group2,group2_gene_118,-3.420298481113042,0.19926741202617695
group2,group2_gene_119,-2.204862964549874,0.014220204978363708
group2,group2_gene_120,-0.8844907118108953,0.1176365539849998
group2,group2_gene_121,-0.5689960832132909,0.022983646020071396
